id,PitNextLap
439140,0.008419154
439141,0.018832631
439142,0.008643307
439143,0.27382785
439144,0.8500318500000001
439145,0.22315767
439146,0.0019847726999999995
439147,0.007292392700000001
439148,0.020728512
439149,0.0023712923
439150,0.8321541500000001
439151,0.009925247
439152,0.030972669
439153,0.0019754851
439154,0.0023214085999999994
439155,0.9716725299999999
439156,0.005369507699999999
439157,0.02571244
439158,0.012994574000000002
439159,0.34197112999999996
439160,0.5856858
439161,0.0032126826999999995
439162,0.009700095
439163,0.91256666
439164,0.8900862999999999
439165,0.002095449
439166,0.003991367299999999
439167,0.0014420209999999997
439168,0.0029062107000000005
439169,0.0087154675
439170,0.0034259157
439171,0.82941985
439172,0.0006795105299999999
439173,0.4535381499999999
439174,0.6052664
439175,0.97496724
439176,0.05435761000000001
439177,0.015317898
439178,0.0008760915399999999
439179,0.004023414
439180,0.43411654
439181,0.3701550699999999
439182,0.017257297
439183,0.014713406999999998
439184,0.05706652
439185,0.007405381599999999
439186,0.0028707993000000004
439187,0.0029467312
439188,0.007301271399999999
439189,0.002265621
439190,0.0034415731000000003
439191,0.6603902599999999
439192,0.0050949445
439193,0.01947391
439194,0.006481318699999999
439195,0.008250797
439196,0.027684748
439197,0.026966766
439198,0.0046797297
439199,0.7990581000000001
439200,0.006468814
439201,0.7734902
439202,0.008796214
439203,0.0025307501
439204,0.0012246361
439205,0.0021834187
439206,0.97725177
439207,0.007909924
439208,0.012095150000000002
439209,0.009924798999999998
439210,0.056275624999999996
439211,0.04606969699999999
439212,0.0052893944
439213,0.010709102
439214,0.023761915
439215,0.0017583502999999998
439216,0.0016370248
439217,0.34436822
439218,0.0030435692
439219,0.9587548999999999
439220,0.024437811
439221,0.46479705
439222,0.0016428409000000003
439223,0.022919203999999995
439224,0.81132823
439225,0.024713985999999993
439226,0.9575596
439227,0.006571919699999998
439228,0.0340027
439229,0.1856224
439230,0.5584604
439231,0.011484653
439232,0.004381956
439233,0.010996466999999998
439234,0.05174479
439235,0.0026586647
439236,0.19847924
439237,0.9184019
439238,0.812904
