id,PitNextLap
439140,0.0070575103
439141,0.03618735
439142,0.008955018
439143,0.31673467
439144,0.8334899
439145,0.38104603
439146,0.0017885917
439147,0.0063934326
439148,0.01641633
439149,0.002434355
439150,0.83956015
439151,0.0063301977
439152,0.029246788
439153,0.0012079123
439154,0.0019372113
439155,0.96310514
439156,0.0048256484
439157,0.024644446
439158,0.013015098
439159,0.3622768
439160,0.618938
439161,0.0032804604
439162,0.012046703
439163,0.90716195
439164,0.86597496
439165,0.0011890752
439166,0.00269048
439167,0.0008720164
439168,0.0024452275
439169,0.007470729
439170,0.0022308875
439171,0.8171987
439172,0.0005617134
439173,0.50937974
439174,0.63883877
439175,0.96775824
439176,0.06319449
439177,0.015683528
439178,0.00040782068
439179,0.003384464
439180,0.528188
439181,0.45494604
439182,0.013699232
439183,0.013830928
439184,0.059951615
439185,0.0064159213
439186,0.0018237778
439187,0.002592028
439188,0.0063417954
439189,0.0015752398
439190,0.002051548
439191,0.69294107
439192,0.0039246245
439193,0.019010652
439194,0.005526558
439195,0.0053783855
439196,0.039103746
439197,0.025369776
439198,0.0035441094
439199,0.8383788
439200,0.004976811
439201,0.82168514
439202,0.010799214
439203,0.002117391
439204,0.0005961809
439205,0.0012350858
439206,0.97034407
439207,0.006160389
439208,0.0075101755
439209,0.008463042
439210,0.056084007
439211,0.03779678
439212,0.005936079
439213,0.007830794
439214,0.025964811
439215,0.001509641
439216,0.0012002402
439217,0.41190705
439218,0.002260542
439219,0.9552778
439220,0.021505304
439221,0.54226184
439222,0.0009537635
439223,0.025153216
439224,0.81338775
439225,0.024304323
439226,0.9639283
439227,0.0052576293
439228,0.032052666
439229,0.19222312
439230,0.5902424
439231,0.010413988
439232,0.0030856964
439233,0.009727983
439234,0.05750659
439235,0.0037312666
439236,0.2256405
439237,0.91032827
439238,0.84235585
439239,0.7642563
439240,0.01409466
439241,0.0026958578
439242,0.0058789803
439243,0.00058008236
439244,0.0037125046
439245,0.7823404
439246,0.0012797393
439247,0.87018543
439248,0.0031650253
439249,0.0019887164
439250,0.008436198
439251,0.3470261
439252,0.3498841
439253,0.002281564
439254,0.013480767
439255,0.009196968
439256,0.040006354
439257,0.049135365
439258,0.0008676739
439259,0.0072241216
439260,0.00049378554
439261,0.024928624
439262,0.25762567
439263,0.0010850651
439264,0.9414058
439265,0.22036654
439266,0.012498311
439267,0.018457029
439268,0.008396005
439269,0.0005157938
439270,0.041882765
439271,0.0011888132
439272,0.009695284
439273,0.16789642
439274,0.042709287
439275,0.82763714
439276,0.0021082826
439277,0.43110967
439278,0.35407624
439279,0.008811033
439280,0.0016863111
439281,0.0051947334
439282,0.6730336
439283,0.0063600168
439284,0.012454344
439285,0.014648737
439286,0.0018249498
439287,0.0017867442
439288,0.3630383
439289,0.00062930887
439290,0.0022628352
439291,0.0095867785
439292,0.022469647
439293,0.0026096783
439294,0.90684855
439295,0.97077215
439296,0.08054013
439297,0.91564786
439298,0.0036222842
439299,0.05193156
439300,0.6337066
439301,0.0016125564
439302,0.008285294
439303,0.0014808712
439304,0.01407857
439305,0.7607795
439306,0.8735652
439307,0.8606901
439308,0.0008201309
439309,0.0018291854
439310,0.011211159
439311,0.014893146
439312,0.0010400667
439313,0.02537527
439314,0.06109412
439315,0.010834382
439316,0.007093003
439317,0.0153656155
439318,0.00958268
439319,0.00060284825
439320,0.01331603
439321,0.82314026
439322,0.45567054
439323,0.04217911
439324,0.007765687
439325,0.00095957203
439326,0.002009958
439327,0.007491909
439328,0.006531325
439329,0.0064972136
439330,0.010005958
439331,0.0019250197
439332,0.96141374
439333,0.032225795
439334,0.0065097786
439335,0.0005629441
439336,0.8092293
439337,0.00045014702
439338,0.020922348
439339,0.14341068
439340,0.82455176
439341,0.080932274
439342,0.8847718
439343,0.019229202
439344,0.02068109
439345,0.97106564
439346,0.8313995
439347,0.76852196
439348,0.6398893
439349,0.0026149098
439350,0.0015884613
439351,0.79015666
439352,0.30246213
439353,0.5702778
439354,0.0007372095
439355,0.18572848
439356,0.59542644
439357,0.008615346
439358,0.001374043
439359,0.5580376
439360,0.0060610403
439361,0.0008612966
439362,0.003687669
439363,0.9065332
439364,0.0035286164
439365,0.001286843
439366,0.012465201
439367,0.60680187
439368,0.0067432057
439369,0.014304655
439370,0.06935283
439371,0.89077497
439372,0.84149253
439373,0.3768238
439374,0.8941932
439375,0.0051460117
439376,0.53980064
439377,0.27983013
439378,0.0013789284
439379,0.01675472
439380,0.7301976
439381,0.0020628339
439382,0.06733372
439383,0.6703183
439384,0.04450835
439385,0.5537498
439386,0.04938578
439387,0.0028239165
439388,0.8199473
439389,0.017459111
439390,0.31530178
439391,0.39924908
439392,0.008137409
439393,0.8843936
439394,0.193265
439395,0.021625316
439396,0.003580052
439397,0.109258235
439398,0.10914098
439399,0.006723946
439400,0.00038533282
439401,0.5908669
439402,0.0017557985
439403,0.10370319
439404,0.0023353316
439405,0.7947699
439406,0.031915843
439407,0.00089361117
439408,0.00088873215
439409,0.97867775
439410,0.00840365
439411,0.9409193
439412,0.8760724
439413,0.011243561
439414,0.215779
439415,0.009260381
439416,0.014705875
439417,0.033693045
439418,0.18510145
439419,0.007961009
439420,0.5087441
439421,0.38989207
439422,0.018104242
439423,0.3039127
439424,0.24536657
439425,0.007054653
439426,0.020530209
439427,0.7828196
439428,0.18002446
439429,0.0070300526
439430,0.7964356
439431,0.01549615
439432,0.8254441
439433,0.0009627738
439434,0.021003928
439435,0.009114582
439436,0.0041360445
439437,0.83762336
439438,0.79622304
439439,0.012752849
439440,0.8582455
439441,0.0006844463
439442,0.015895637
439443,0.025893567
439444,0.0017279475
439445,0.0006644972
439446,0.037543222
439447,0.09602909
439448,0.61904436
439449,0.0017541172
439450,0.004311154
439451,0.0012959352
439452,0.0067601185
439453,0.0016608525
439454,0.76536924
439455,0.023003196
439456,0.01109689
439457,0.0032261254
439458,0.002457016
439459,0.3786639
439460,0.29881042
439461,0.0031325812
439462,0.10539831
439463,0.01435769
439464,0.2896477
439465,0.9435835
439466,0.62271243
439467,0.4165823
439468,0.010847625
439469,0.0010442069
439470,0.24420416
439471,0.1932927
439472,0.016349033
439473,0.05119538
439474,0.026229411
439475,0.005757966
439476,0.07118243
439477,0.8967154
439478,0.0728914
439479,0.18340409
439480,0.23304787
439481,0.30011725
439482,0.015397837
439483,0.40311545
439484,0.34135816
439485,0.0023108409
439486,0.29634807
439487,0.0011076154
439488,0.0047200643
439489,0.38315362
439490,0.73642683
439491,0.0011588208
439492,0.36124653
439493,0.015662408
439494,0.42938143
439495,0.06304279
439496,0.0066308645
439497,0.045256015
439498,0.26285186
439499,0.97265625
439500,0.003018171
439501,0.25558653
439502,0.06650035
439503,0.78647035
439504,0.007848343
439505,0.13396962
439506,0.16662873
439507,0.021310791
439508,0.0025897704
439509,0.15307212
439510,0.869826
439511,0.001638527
439512,0.0017177328
439513,0.00087095203
439514,0.84499705
439515,0.8618396
439516,0.914047
439517,0.00637566
439518,0.0021903426
439519,0.0009737866
439520,0.18636969
439521,0.1570447
439522,0.3814671
439523,0.0038868599
439524,0.0063832705
439525,0.082150616
439526,0.87464774
439527,0.48803547
439528,0.036866765
439529,0.0068859085
439530,0.90324306
439531,0.0013869292
439532,0.001024053
439533,0.00045041274
439534,0.027416848
439535,0.006889726
439536,0.33352274
439537,0.7151939
439538,0.58207375
439539,0.82696754
439540,0.91269314
439541,0.000927116
439542,0.0010530156
439543,0.0036377455
439544,0.70439756
439545,0.059433836
439546,0.24941823
439547,0.033320844
439548,0.0200532
439549,0.33664185
439550,0.0029103758
439551,0.008026338
439552,0.50626636
439553,0.674676
439554,0.14587204
439555,0.24704307
439556,0.92029166
439557,0.6294101
439558,0.18881081
439559,0.89896226
439560,0.30113494
439561,0.7712874
439562,0.015645796
439563,0.057732947
439564,0.00508907
439565,0.45098668
439566,0.5050502
439567,0.002511767
439568,0.5323084
439569,0.010286488
439570,0.0009242988
439571,0.9503739
439572,0.14250109
439573,0.0051544034
439574,0.39418048
439575,0.04641264
439576,0.39572692
439577,0.005641215
439578,0.9287792
439579,0.051049955
439580,0.008537686
439581,0.0056072497
439582,0.024392668
439583,0.015362689
