id,PitNextLap
439140,0.0055575416967250605
439141,0.02010870676185907
439142,0.006122608133444239
439143,0.27938391854234085
439144,0.8081995398760802
439145,0.37053252477552
439146,0.0010122297969767774
439147,0.004470229913415133
439148,0.009716861405331347
439149,0.002335031268003247
439150,0.7969884431612556
439151,0.00406742731400669
439152,0.01825970994243343
439153,0.0007623339032973326
439154,0.001393805134267722
439155,0.9647074929442703
439156,0.003040652222164536
439157,0.015447160339992374
439158,0.009283478878940423
439159,0.2905028615609479
439160,0.5431918267942675
439161,0.0024877002496912
439162,0.007176609831922339
439163,0.9040257227724823
439164,0.7953494841924985
439165,0.0007070879626296047
439166,0.0013859617036718602
439167,0.000577410554584041
439168,0.0017735352566225664
439169,0.005341742028641091
439170,0.00148555772637413
439171,0.780387297816758
439172,0.0005692218317328247
439173,0.46059511456255675
439174,0.5842486154513078
439175,0.970864413614409
439176,0.03937512853908435
439177,0.010308275447626952
439178,0.00020678073250431414
439179,0.0017549649571455591
439180,0.45861511378670666
439181,0.36167009428022273
439182,0.009097284434123531
439183,0.008792513495594338
439184,0.04440001884867786
439185,0.003294146889623168
439186,0.001302084984529224
439187,0.0018316984952166486
439188,0.004471889501595867
439189,0.0008466994715170359
439190,0.0015208460831470099
439191,0.6488500371672575
439192,0.002912270759725001
439193,0.014381241779157242
439194,0.00448871886206991
439195,0.0031906072377876804
439196,0.020105216709832167
439197,0.01858847481597007
439198,0.0022407316969504684
439199,0.8088986735372993
439200,0.003140977645555318
439201,0.797866406404237
439202,0.007498491509688149
439203,0.001227382994914277
439204,0.00036793191299163406
439205,0.0005568186816676357
439206,0.9740318978520701
439207,0.004790791440358971
439208,0.003819954744879067
439209,0.005111908029925982
439210,0.04523548298675437
439211,0.030559020854039474
439212,0.004290713918466709
439213,0.006321636732910218
439214,0.019394366146482107
439215,0.0011194331081626654
439216,0.0008594785840102877
439217,0.34581134687942167
439218,0.0012867399362616804
439219,0.9543386812800956
439220,0.013473535918659586
439221,0.470248292330511
439222,0.0008230730805397939
439223,0.01997477824332087
439224,0.7668097040061529
439225,0.014862418583903041
439226,0.9434302176828713
439227,0.0035701718808883024
439228,0.02209435508261557
439229,0.14499378655764739
439230,0.48802213257077276
439231,0.006077465148266912
439232,0.001518508547306588
439233,0.006699480866850571
439234,0.04168594891759794
439235,0.0019395073879917297
439236,0.15936617860946328
439237,0.9021055535103071
439238,0.8325000982338149
439239,0.7229094514941411
439240,0.009908943758526911
439241,0.0010887999872501123
439242,0.0035567383323607494
439243,0.00033719866017927906
439244,0.0018830358694749154
439245,0.7494635517377229
439246,0.000611038679131915
439247,0.863586388684457
439248,0.0022116916690009623
439249,0.0015331353844517974
439250,0.004129422233056849
439251,0.2983987052499235
439252,0.27558056126105124
439253,0.0011825089972310574
439254,0.009014842795380616
439255,0.004347970349331881
439256,0.028681853221585313
439257,0.03103864837687185
439258,0.0005751263253639594
439259,0.003970869432526561
439260,0.0002707709166090286
439261,0.01685000164362614
439262,0.17067672094501327
439263,0.0006095004334051102
439264,0.9387395349085805
439265,0.18709358612829932
439266,0.005104204165244135
439267,0.013604696896729357
439268,0.00606537016677969
439269,0.0002923329327273221
439270,0.031118699100990542
439271,0.0005054831156505115
439272,0.005747970293963084
439273,0.11590877342853305
439274,0.03065248263590069
439275,0.7710050298412099
439276,0.001409964345212631
439277,0.3545936178247063
439278,0.27955671791856396
439279,0.004134802964875813
439280,0.001081590899900783
439281,0.001984378403813589
439282,0.6123774809241159
439283,0.004669238835703627
439284,0.00619610451812975
439285,0.009523084754645722
439286,0.0010645841464576229
439287,0.0009964813011368462
439288,0.2936057511060648
439289,0.0003396160521352638
439290,0.0014048135417645984
439291,0.005911504932004432
439292,0.014879418915527295
439293,0.0017128662938934495
439294,0.8884574419227499
439295,0.9741533589936296
439296,0.05616695256439587
439297,0.9024725916059039
439298,0.002352727936994118
439299,0.03995598158169444
439300,0.5288603940983335
439301,0.0006103745619702756
439302,0.006060595116477708
