id,PitNextLap
439140,0.0064759483
439141,0.018960925
439142,0.0069837263
439143,0.30502307
439144,0.81914294
439145,0.37466118
439146,0.0011653344
439147,0.005274953
439148,0.0126148015
439149,0.0028040085
439150,0.81697845
439151,0.0056159976
439152,0.020629095
439153,0.0010344055
439154,0.0016730982
439155,0.9669765
439156,0.0033441726
439157,0.017086271
439158,0.010774286
439159,0.3169096
439160,0.5641581
439161,0.0023968315
439162,0.007685248
439163,0.9105655
439164,0.8008343
439165,0.0008437201
439166,0.0017653618
439167,0.00068826106
439168,0.0020684022
439169,0.0060049733
439170,0.0017395288
439171,0.79063857
439172,0.00064725266
439173,0.49042332
439174,0.6226317
439175,0.97374773
439176,0.042250182
439177,0.0122982655
439178,0.0002528368
439179,0.0018966668
439180,0.47330278
439181,0.39087182
439182,0.010365766
439183,0.009762349
439184,0.054334093
439185,0.004650121
439186,0.0018104569
439187,0.002145925
439188,0.00568216
439189,0.0011324775
439190,0.0017943431
439191,0.6684593
439192,0.0038040036
439193,0.016580729
439194,0.0054540355
439195,0.004316561
439196,0.022583228
439197,0.021897169
439198,0.002696923
439199,0.817049
439200,0.0040413956
439201,0.8024745
439202,0.008919958
439203,0.0013696583
439204,0.0004587983
439205,0.0005679486
439206,0.9760699
439207,0.005098694
439208,0.0068043154
439209,0.006563604
439210,0.04870913
439211,0.034463983
439212,0.005052136
439213,0.0069520734
439214,0.022047818
439215,0.0013182035
439216,0.0010602762
439217,0.3710484
439218,0.0017410755
439219,0.95878613
439220,0.016126279
439221,0.49647093
439222,0.0009601712
439223,0.021217786
439224,0.7772086
439225,0.01909378
439226,0.94046366
439227,0.0043541114
439228,0.025307352
439229,0.15855634
439230,0.5133098
439231,0.007178448
439232,0.002002071
439233,0.006869837
439234,0.04578078
439235,0.0019043828
439236,0.18446174
439237,0.9109522
439238,0.84387803
439239,0.74047136
439240,0.011755144
439241,0.0014006807
439242,0.0042090206
439243,0.0004321057
439244,0.002785406
439245,0.76087403
439246,0.0007829196
439247,0.88179886
439248,0.0025923173
439249,0.0019201396
439250,0.0041885017
439251,0.3381367
439252,0.28676793
439253,0.0015553171
439254,0.010177777
439255,0.0048546535
439256,0.029621862
439257,0.036746196
439258,0.00062605774
439259,0.004825645
439260,0.00033670326
439261,0.023346532
439262,0.18795533
439263,0.0008525165
439264,0.9423636
439265,0.2032628
439266,0.0050581438
439267,0.0171645
439268,0.0068456708
439269,0.0003273855
439270,0.038214825
439271,0.0007075879
439272,0.0069626747
439273,0.13164781
439274,0.032522917
439275,0.78311217
439276,0.0014809126
439277,0.37972954
439278,0.30846763
439279,0.005547119
439280,0.0013149474
439281,0.0019762013
439282,0.6420343
439283,0.005599305
439284,0.0080469055
439285,0.01135579
439286,0.0012464819
439287,0.0013113221
439288,0.3172511
439289,0.00036412347
439290,0.0016404969
439291,0.0072537037
439292,0.016714383
439293,0.0021561203
439294,0.8970934
439295,0.9765054
439296,0.06646547
439297,0.908937
439298,0.0028146906
