id,PitNextLap
439140,0.0068086678889292
439141,0.019881568584107598
439142,0.0064076387867850505
439143,0.28551478150777465
439144,0.8194058340972704
439145,0.3672310326938773
439146,0.00137410840292445
439147,0.00544529485732375
439148,0.012665036177590499
439149,0.0024977494708049
439150,0.7799160355511591
439151,0.00527643927303315
439152,0.01966590139699745
439153,0.00100943230128405
439154,0.0017298824603154002
439155,0.9654560336240684
439156,0.0037497210084255
439157,0.016924870003595698
439158,0.00961677270537825
439159,0.2910119687598574
439160,0.5571146869321973
439161,0.00291962045423105
439162,0.0077878899756576
439163,0.9049962985537867
439164,0.7714542930179347
439165,0.0010550465686985
439166,0.0018767887567433502
439167,0.0007781486339976499
439168,0.0020999843173589
439169,0.006122963084502
439170,0.0015648633045624001
439171,0.7988895417043256
439172,0.0007319062009085999
439173,0.4599630388563939
439174,0.5793025528090225
439175,0.9655555619243056
439176,0.04152472298094545
439177,0.012551450762646951
439178,0.00032405365913105
439179,0.0022369629803052
439180,0.46859044773142955
439181,0.3531839592246801
439182,0.0102800973371154
439183,0.0107564076317327
439184,0.0469583586908211
439185,0.0036537266831807
439186,0.0017754191736527002
439187,0.0019603614117288497
439188,0.00515211000004605
439189,0.0010468042034912
439190,0.0020866082119934
439191,0.6422212908825657
439192,0.003548131924802
439193,0.015520600251669299
439194,0.0049112686184543
439195,0.0043783804103658
439196,0.02163724257993335
439197,0.02114786983844855
439198,0.0027433724687338503
439199,0.8085187530852228
439200,0.0040015774445343
439201,0.7929157217890561
439202,0.00903253830580835
439203,0.0016884001131614499
439204,0.00052834333278175
439205,0.00077010583918365
439206,0.9706495221638535
439207,0.00542675475862135
439208,0.0049543468044291996
439209,0.006673259331393049
439210,0.04721024253967955
439211,0.030115932316685946
439212,0.00436161060401955
439213,0.0062369081206252
439214,0.02170695902075755
439215,0.00139235606435915
439216,0.0011057607142398
439217,0.3359904168943524
439218,0.00176701630399105
439219,0.9504806160453354
439220,0.0159475883252736
439221,0.45074721716411253
439222,0.0008482387640876001
439223,0.01929277469484855
439224,0.7707621351198688
439225,0.0178021115138109
439226,0.9448309355426494
439227,0.00457331144323315
439228,0.02297445274827625
439229,0.1510507202225762
439230,0.521104611191423
439231,0.007958472307281299
439232,0.0018549202244988001
