id,PitNextLap
439140,0.0086709267778584
439141,0.0212439181682152
439142,0.0079321092735701
439143,0.2779689630155493
439144,0.8382337281945408
439145,0.3440809653877546
439146,0.0019953094458489
439147,0.0061954527146475
439148,0.014224290355181
439149,0.0027822588416098
439150,0.8209736711023181
439151,0.0077151625460663
439152,0.0231534867939949
439153,0.0015537413325681
439154,0.0024173939206308
439155,0.9690471672481368
439156,0.005016856016851
439157,0.0202066520071914
439158,0.0129407314107565
439159,0.3164240875197148
439160,0.5804939738643947
439161,0.0037489569084621
439162,0.0097977052513152
439163,0.9098656671075736
439164,0.8277356360358692
439165,0.001661407997397
439166,0.0025919149134867
439167,0.0009442506679953
439168,0.0026831878347178
439169,0.008061125169004
439170,0.0023429812691248
439171,0.8090004234086512
439172,0.0005923403418172
439173,0.4718510477127878
439174,0.604240105618045
439175,0.9715475238486112
439176,0.0498468239618909
439177,0.0145856125252939
439178,0.0003847920382621
439179,0.0032178209606104
439180,0.4965083154628591
439181,0.3689757984493602
439182,0.0126274786742308
439183,0.0133324832634654
439184,0.0562884573816422
439185,0.0049502843663614
439186,0.0023102455473054
439187,0.0028551696234577
439188,0.0067440271000921
439189,0.0015591030069824
439190,0.0027154521239868
439191,0.6612645817651314
439192,0.004949498049604
439193,0.0205117035033386
439194,0.0060916138369086
439195,0.0058416974207316
439196,0.0225101321598667
439197,0.0252210166768971
439198,0.0037515335374677
439199,0.8151627461704456
439200,0.0052000322890686
439201,0.7982212435781122
439202,0.0099398031116167
439203,0.0024589634263229
439204,0.0006031476455635
439205,0.0010344501483673
439206,0.974100074327707
439207,0.0067020348172427
439208,0.0075654613088584
439209,0.0083276580627861
439210,0.0616794190793591
439211,0.0338799736333719
439212,0.0062797782080391
439213,0.0079647052412504
439214,0.0245468430415151
439215,0.0019102962287183
439216,0.0014540614284796
439217,0.3364721937887047
439218,0.0021676632079821
439219,0.9515108320906708
439220,0.0200259066505472
439221,0.4952624343282251
439222,0.0012048428281752
439223,0.0222031773896971
439224,0.7980689702397377
439225,0.0231832780276218
439226,0.9683355310852988
439227,0.0053313300864663
439228,0.0281227844965525
439229,0.1579250004451524
439230,0.5499275723828462
439231,0.0099615069145626
439232,0.0029324951489976
439233,0.0092181347023666
439234,0.050632878344396
439235,0.0030153508473013
439236,0.1883002118366133
439237,0.90429543041606
439238,0.832282636371216
439239,0.7403465336641932
439240,0.0135252378165672
439241,0.0023522806555407
439242,0.0063944016631808
439243,0.0005597901728826
439244,0.0036961496189205
439245,0.7737478720952805
439246,0.0012652320309892
439247,0.8578791478806702
439248,0.0036308571503325
439249,0.0025183853923046
439250,0.0061474705791251
439251,0.316312971533473
439252,0.3134520254676919
439253,0.0021266122442601
439254,0.011416920465957
439255,0.0074162332953927
439256,0.0322973637422775
439257,0.0432330836656849
439258,0.0009053562894683
439259,0.0063155713492214
439260,0.0005036563998465
439261,0.0262299291572939
439262,0.1952425437959344
439263,0.0012297306296208
439264,0.9355852254456712
439265,0.1902036315646134
439266,0.0082654941855585
439267,0.0198741692342979
439268,0.0082629467744485
439269,0.000427450439095
439270,0.0393086670243324
439271,0.0011252863660776
439272,0.0098685586073214
439273,0.1343526564271099
439274,0.0359875732143937
439275,0.8025752358256555
439276,0.0023187468148546
439277,0.3866252585710073
439278,0.3202457145581442
439279,0.0070428323642477
439280,0.002017429971426
439281,0.0041550121503339
439282,0.6428460620702321
439283,0.006515274693163
439284,0.0103215896851474
439285,0.0128024746004678
439286,0.0023252251703752
439287,0.0019222823837778
439288,0.3116715997350553
439289,0.0006215383902783
439290,0.00289309566022
439291,0.0093269579827081
439292,0.0205966335882385
439293,0.0031079739216083
439294,0.8989751940626425
439295,0.974156303531898
439296,0.0639470621293452
439297,0.9219880189167072
439298,0.0036792174696054
439299,0.0516069448274397
439300,0.5519856727205684
439301,0.001431995435697
439302,0.0077201371472192
439303,0.0015496514213458
439304,0.0136173858635599
439305,0.7530881440001783
439306,0.8651558734902653
439307,0.8483122452383227
439308,0.0007806139885742
439309,0.001781151985898
439310,0.0078826848646885
439311,0.0133420531532574
439312,0.0011326945002982
439313,0.0167888988391163
439314,0.0430451649611372
439315,0.0115621126934619
439316,0.0064894779786733
439317,0.0169960228335213
439318,0.0095476954534104
439319,0.0005950237831134
439320,0.0121155742519097
439321,0.837596460471244
