id,PitNextLap
439140,0.017245567707573104
439141,0.01982503653336864
439142,0.012487615165472593
439143,0.4959016051780566
439144,0.9514888587914179
439145,0.3394536521098732
439146,0.002665623525109834
439147,0.011102390247001203
439148,0.03552781349336518
439149,0.003970484360786365
439150,0.921812658112718
439151,0.014223809932456161
439152,0.03785537802764633
439153,0.0037666577314442334
439154,0.0029841073491245675
439155,0.9877605276129053
439156,0.009581627438738255
439157,0.03631884901139474
439158,0.02293080420828267
439159,0.5854970984746245
439160,0.7724330192824727
439161,0.0022544227724066676
439162,0.007952220048488988
439163,0.962560730023649
439164,0.876717331221308
439165,0.00224671838275926
439166,0.00609495448856237
439167,0.0020921116531245638
439168,0.0022297289864767586
439169,0.011556290252535108
439170,0.0033606482710073896
439171,0.9367975943065248
439172,0.0011662532856377029
439173,0.6897315600347194
439174,0.9142055312251012
439175,0.9856699805629409
439176,0.08296294063756339
439177,0.03033789478546926
439178,0.0005679855605523491
439179,0.00343150266251245
439180,0.742754058979985
439181,0.50373960666172
439182,0.021223342501437297
439183,0.02156810660169285
439184,0.17562608588440332
439185,0.010548166144249919
439186,0.0064398296626618995
439187,0.0033223977346741734
439188,0.01142624740614988
439189,0.0041610386181898775
439190,0.003519266434217298
439191,0.8198088898133122
439192,0.007450976385286573
439193,0.05816085882145325
439194,0.008647837098457309
439195,0.015387730892678114
439196,0.03951880777766103
439197,0.05845067642326917
439198,0.005787400133926962
439199,0.8679485225271968
439200,0.01180944395780363
439201,0.8814637553889032
439202,0.029845911012115214
439203,0.0019308295644904377
439204,0.001156879471877578
439205,0.0012199142730762293
439206,0.9909317398161221
439207,0.008570992061212656
439208,0.03199519859970773
439209,0.021635278893557278
439210,0.11447478625807432
439211,0.0686860648487123
439212,0.009121915926670528
439213,0.014342737098185425
439214,0.044600019174343426
439215,0.002247539308126893
439216,0.002943067649877239
439217,0.4500796986039707
439218,0.005698787980722675
439219,0.9825134258456654
439220,0.051081996900805816
439221,0.6916946270307749
439222,0.001921271201741609
439223,0.02602515389608357
439224,0.8988893688853079
439225,0.05949659861702667
439226,0.9589194779154118
439227,0.010125079854110559
439228,0.07504372196803968
439229,0.2386553464253155
439230,0.8601444543841124
439231,0.018036247201190764
439232,0.005262171975634269
439233,0.009055247109642884
439234,0.06572438242551358
439235,0.001398056888404777
439236,0.34369155159723574
439237,0.9714003306767834
439238,0.9299969211556911
439239,0.9212002395787672
439240,0.025735558103981936
439241,0.0037320307042117795
439242,0.012365792603762379
439243,0.0015064851446045054
439244,0.009354308115896172
439245,0.8885351190024156
439246,0.002896133214745282
439247,0.9629047104253925
439248,0.010108330874741167
439249,0.0044216185238654575
439250,0.004645880344580777
439251,0.5963760167291444
439252,0.47588759185470647
439253,0.003966907860766314
439254,0.01827534772321807
439255,0.015148178280193807
439256,0.036145898751127475
439257,0.11208036247095254
439258,0.0008535269486139865
439259,0.012436139317271338
439260,0.0008269362096961504
439261,0.07880403134312561
439262,0.27855798710565033
439263,0.002827584568767078
439264,0.9678156673230259
439265,0.34082650367841233
439266,0.007639633921590799
439267,0.051188369324593225
439268,0.01021995542476712
439269,0.0005387399112624831
439270,0.08803825804272765
439271,0.0023766064307736523
439272,0.015196717326340804
439273,0.32979083957980154
439274,0.0742039209815346
439275,0.8395021050865996
439276,0.0020840848074582747
439277,0.675010952286687
439278,0.593502480101794
439279,0.01939994597026527
439280,0.0031395276337951123
439281,0.0021784890527252096
439282,0.8437818210847283
439283,0.011121610494791375
439284,0.033602509482309625
439285,0.028049049328780565
439286,0.002590933037497875
439287,0.0023697944118136467
439288,0.5516222592584495
439289,0.0007722449740833784
439290,0.004833071493792765
439291,0.0162645394120848
439292,0.03937998596171058
439293,0.005607842943101664
439294,0.9383905331687853
439295,0.9946830191041814
439296,0.1606792631755841
439297,0.9746987569233385
439298,0.007556934846822321
439299,0.10904126652617348
439300,0.7588930723875259
439301,0.005480867350502901
439302,0.01584658514823035
439303,0.0023985412771560027
439304,0.03412100515011158
439305,0.8681109726368647
439306,0.959480691603846
439307,0.9600079881070741
439308,0.002207908454302584
439309,0.004940007121304772
439310,0.011034461042581292
439311,0.02364433283426839
439312,0.0021619224685793617
439313,0.028626760629516114
439314,0.09954489483372078
439315,0.025132238439028048
439316,0.017544677380413265
439317,0.03280828728349344
439318,0.021818198388659043
439319,0.0009481078874679397
439320,0.01852285987602988
439321,0.9095869365480725
439322,0.7143364713985452
439323,0.0894677991338382
439324,0.02294164852649182
439325,0.0018178123004553618
439326,0.0043087533702562235
439327,0.01809515354675686
439328,0.008132721610504778
439329,0.01447425153495177
439330,0.024530105546361352
439331,0.003953262303648442
439332,0.9807320314910045
439333,0.08269869242260239
439334,0.01916264730213308
439335,0.0017594374460062684
439336,0.9446130971405396
439337,0.0010704436547202903
439338,0.05134359630757343
439339,0.2135830633239564
439340,0.9192388219177059
439341,0.1299744222097809
439342,0.9598488014830457
439343,0.04441696999887903
439344,0.028475069727296118
439345,0.9875099424731776
439346,0.9336363203950064
439347,0.8768678265589569
439348,0.8801803430727293
439349,0.004499025420106355
439350,0.001782069493280355
439351,0.9547715533799103
439352,0.5682069101643423
439353,0.7911523600622314
439354,0.002688584855627342
439355,0.35063359159836877
439356,0.7668957300792453
439357,0.029012118855642102
439358,0.0012764215803650774
439359,0.7763928468108655
439360,0.014479819784826068
439361,0.0010538808450074543
439362,0.005002019482884679
439363,0.9608184182534714
439364,0.004656170277985025
439365,0.0013085111201202168
439366,0.02355671446386802
439367,0.7077570803262551
439368,0.027134574549415685
439369,0.03637743241738345
439370,0.068904491474222
439371,0.9494876146817702
439372,0.9359823942416697
439373,0.6060447241308918
439374,0.9157023686830349
439375,0.011905470542786888
439376,0.7019430540211457
439377,0.47520883611918824
439378,0.0029947553344810093
439379,0.036720903805360555
439380,0.8145905915288383
439381,0.0037657531607740175
439382,0.08691796466403709
439383,0.818301823973162
439384,0.05908676660837409
439385,0.7162617806429376
439386,0.0449233993172374
439387,0.00518044781225826
439388,0.9578998000937979
439389,0.027402577576554597
439390,0.283774362744372
439391,0.7086419480193643
439392,0.009320421242964139
439393,0.9362588136816502
439394,0.6377899717906114
439395,0.05104421807392618
439396,0.006740756754649798
439397,0.2924097016089413
439398,0.2300027533986822
439399,0.012354224646869144
439400,0.0009192957619647816
439401,0.7257481120285755
439402,0.0022902902554781403
439403,0.18018629273112913
439404,0.002283503289895048
439405,0.9046870840083531
439406,0.04278912304937477
439407,0.0012306287835137117
439408,0.00159710156493026
439409,0.985059150347563
439410,0.013658954466837077
439411,0.9796659350088279
439412,0.9389951756673283
439413,0.019681963199471825
439414,0.36427521893745574
439415,0.023079567883797798
439416,0.02718388847140414
439417,0.03407183570446225
439418,0.2856739945604639
439419,0.01610815402178686
439420,0.7600015376220207
439421,0.7257020433227591
439422,0.028831768804782686
439423,0.6220439874282282
439424,0.5059003239100378
439425,0.012000173046760225
439426,0.03518728011901712
439427,0.9211363243964438
439428,0.18454588151296947
439429,0.012615828522679017
439430,0.8851329454513281
439431,0.02550654800307453
439432,0.964673560548051
439433,0.0014024211596460375
439434,0.03665661576832961
439435,0.01719505153439696
439436,0.008776676599220802
439437,0.9557926670367802
439438,0.9151379488381869
439439,0.017483474928865067
439440,0.9339906567717371
439441,0.0017363267023480804
439442,0.03318392939439792
439443,0.05755215975448089
439444,0.003216036686553188
439445,0.001120177345333102
439446,0.032019606799851386
439447,0.16992214241267514
439448,0.7769232881393584
439449,0.0034793504507693402
439450,0.00971788974171497
439451,0.001648905733591223
439452,0.009257133306308469
439453,0.0022438016938051376
439454,0.8648157245527196
439455,0.034579621658083905
439456,0.05094706067681002
439457,0.006097167605771088
439458,0.00269813278312728
439459,0.34345293531372206
439460,0.5293439119946876
439461,0.0039978863079145775
439462,0.16006018076122966
439463,0.034547079016506894
439464,0.4637144359971701
439465,0.9853776330777706
439466,0.7877083159449211
439467,0.6524142570406772
439468,0.017809952918502292
439469,0.001557221303431835
439470,0.36871499668848884
439471,0.24960071994110103
439472,0.020689162664015295
439473,0.03694421345974728
439474,0.023294767877251984
439475,0.02285091306724135
439476,0.0699791592331462
439477,0.9384208184892943
439478,0.19459986910786803
