id,PitNextLap
439140,0.01889971792215265
439141,0.02155684565843725
439142,0.013294572833499047
439143,0.5381245632488528
439144,0.9470971295704742
439145,0.38142137543036675
439146,0.002610791540424891
439147,0.012495774610563936
439148,0.03981235336391913
439149,0.0034159864985270974
439150,0.9288266025064111
439151,0.02167277917969488
439152,0.042856199396278286
439153,0.0034572060993196467
439154,0.003925767916465437
439155,0.9872361140627005
439156,0.008177571968330249
439157,0.026377398611935946
439158,0.03079917913172511
439159,0.6173191056684724
439160,0.748476223287202
439161,0.002272568217013354
439162,0.011726856898410378
439163,0.957094782450614
439164,0.9051904309863075
439165,0.001934288175546978
439166,0.004874708080006797
439167,0.001972222532093347
439168,0.0019570995036590965
439169,0.012852856748682992
439170,0.0032647400536558275
439171,0.9374224234092507
439172,0.0009535425289112149
439173,0.7152622224108097
439174,0.9181896295011593
439175,0.9851388246676197
439176,0.08935527037947837
439177,0.034817721113656
439178,0.0005771174333394779
439179,0.0036560507083023956
439180,0.7280728808097786
439181,0.4910009314872121
439182,0.02239282056492083
439183,0.019364770172825712
439184,0.19393045215523946
439185,0.013719307905928338
439186,0.0055507976967846435
439187,0.004969085998034449
439188,0.011360955465581444
439189,0.0037098115295425417
439190,0.0037998591426400053
439191,0.8493624345760009
439192,0.008427244219875115
439193,0.06748627998227356
439194,0.009112158912468107
439195,0.01496449825425867
439196,0.05658869729421625
439197,0.059813726954393714
439198,0.005083021580112849
439199,0.8824581777636953
439200,0.010894046910237033
439201,0.8849683583832634
439202,0.0168234357751546
439203,0.0022586425717445154
439204,0.0014269658094707117
439205,0.0009062707516997928
439206,0.9915648184257853
439207,0.007911253025343117
439208,0.025569857422404443
439209,0.01675533465647262
439210,0.13674163178763304
439211,0.07627950403591313
439212,0.009766350156528457
439213,0.018448533654934148
439214,0.05025670666148043
439215,0.002760821072387088
439216,0.0026775679749569065
439217,0.4586058640033866
439218,0.005918661709535474
439219,0.9856829314236085
439220,0.04424649442464812
439221,0.6532984681674325
439222,0.0023728232004959155
439223,0.03231172305814717
439224,0.8728452794285522
439225,0.06566624222793703
439226,0.9572333917323445
439227,0.009005143899656278
439228,0.05158011225860544
439229,0.26653280839840665
439230,0.86983207419742
439231,0.015377496945614556
439232,0.006630740430356182
439233,0.011348949569651387
439234,0.07896582368931652
439235,0.0015075778945891842
439236,0.35015457379678183
439237,0.9691375993445005
439238,0.9434056746008914
439239,0.9216300232554184
439240,0.03083613086569729
439241,0.004317572615693029
439242,0.013481378251884309
439243,0.0018280527081106748
439244,0.011028359153835817
439245,0.8955714454706168
439246,0.0028975163986594064
439247,0.9578860293177214
439248,0.009585542300567818
439249,0.003313721918004864
439250,0.006610210202525152
439251,0.6744742488472047
439252,0.4489881807006974
439253,0.004381514704310164
439254,0.020646430705304454
439255,0.014774402052777276
439256,0.03591367864827535
439257,0.12695554392312283
439258,0.0012512638714386026
439259,0.012537990400936755
439260,0.0009506260313946747
439261,0.08882339173397846
439262,0.3165254476307125
439263,0.0029747943792378254
439264,0.9646885423396413
439265,0.3366858875147169
439266,0.0072413445151106445
439267,0.06070309623495813
439268,0.01021981992924012
439269,0.000575253512654372
439270,0.108676869143979
439271,0.0026453065540026186
439272,0.021694599395810334
439273,0.29616809735428046
439274,0.05658689704030329
439275,0.8282291078625951
439276,0.0018791330819248192
439277,0.6736822950292917
439278,0.5015530884585105
439279,0.02508597708952902
439280,0.0026736408399655755
439281,0.0029793799594570462
439282,0.8528841780881907
439283,0.012055865584423323
439284,0.03211138176663365
439285,0.026838771773405344
439286,0.0021417540759282034
439287,0.002816069857806615
439288,0.5843129658186241
439289,0.0008309009974776966
439290,0.004579000432560447
439291,0.025818816314152646
439292,0.04252499546202418
439293,0.006056689654081538
439294,0.9423590117218522
439295,0.9928386429803128
439296,0.1552433018061819
439297,0.9712371261755662
439298,0.006560394044928167
439299,0.09233687799185776
439300,0.7674450119553311
439301,0.0053740560080617885
439302,0.015142818881189585
439303,0.003416486071035543
439304,0.03624434467438271
439305,0.8667531564242587
439306,0.9581792555364397
439307,0.9649622512938412
439308,0.0020625484041877904
439309,0.004216032252629577
439310,0.01608714764950176
439311,0.02595621866037809
439312,0.0021973988098172004
439313,0.0208206809307276
439314,0.08231876551462795
439315,0.02944086646448081
439316,0.020147165820111657
439317,0.04304606668631246
439318,0.027293589516472896
439319,0.00132539471365144
439320,0.01750082229011214
439321,0.9051654171303435
439322,0.7051628620948387
439323,0.08488626224014253
439324,0.021665684502365765
439325,0.0017426919013317113
439326,0.003994498110090705
439327,0.009777364925195455
439328,0.007869030450522759
439329,0.014341460811144917
439330,0.023254346732052136
439331,0.004384149292754741
439332,0.9799642722753242
439333,0.06682761782006362
439334,0.016521750799436137
439335,0.0017835440198189837
439336,0.9396399952296047
439337,0.0009815263946834152
439338,0.062155777075806724
439339,0.2849809082911537
439340,0.9172592096824264
439341,0.08580236880855739
439342,0.9710204729026737
439343,0.049543926392343236
439344,0.026943943366117412
439345,0.9856046534015722
439346,0.9318500848411642
439347,0.8503642566922833
439348,0.8555162159463358
439349,0.004941817873548301
439350,0.0017681254350168378
439351,0.9326736823599627
439352,0.5710588985639312
439353,0.8174227224056302
439354,0.002227039009156684
439355,0.4024817787929547
439356,0.7680141513445508
439357,0.029875732661644457
439358,0.0014178583193044337
439359,0.7870382832594635
439360,0.016672962119289342
439361,0.001041696860738483
439362,0.0056152233100540145
439363,0.9610371508170481
439364,0.004954428285215368
439365,0.0012244590737168844
439366,0.024465465437226025
439367,0.7321042109521044
439368,0.022808547263000578
439369,0.04011892414502477
439370,0.030097349056551783
439371,0.9608444453717667
439372,0.9259329880998105
439373,0.5480737324014113
439374,0.908926823999208
439375,0.01260300239459477
439376,0.7143072163089458
439377,0.41029558685847367
439378,0.0024897133884871207
439379,0.03548577462666044
