id,PitNextLap
439140,0.0033317764464300126
439141,0.01650776551105082
439142,0.006167988758534193
439143,0.229509849101305
439144,0.7721981108188629
439145,0.35891319438815117
439146,0.0010029443801613525
439147,0.00402229925384745
439148,0.004117812728509307
439149,0.0017747356614563614
439150,0.8189148753881454
439151,0.002652705821674317
439152,0.017290165647864342
439153,0.00041910917207133025
439154,0.0014767360844416544
439155,0.9610374867916107
439156,0.0019138525240123272
439157,0.012882022419944406
439158,0.006834979401901364
439159,0.22287363559007645
439160,0.5489751324057579
439161,0.0032666593324393034
439162,0.007778111379593611
439163,0.8899533003568649
439164,0.8270044028759003
439165,0.00048682951455703005
439166,0.0007409901663777418
439167,0.0003859222888422664
439168,0.001332845989963971
439169,0.005331882042810321
439170,0.001184903085231781
439171,0.7763562202453613
439172,0.00020959198627679143
439173,0.4206562861800194
439174,0.547905795276165
439175,0.9662020057439804
439176,0.0407028472982347
439177,0.008485289639793336
439178,6.861031306470977e-05
439179,0.001801136153517291
439180,0.4996521845459938
439181,0.44285912066698074
439182,0.007414379622787237
439183,0.005976468266453594
439184,0.04074153257533908
439185,0.0015656396572012454
439186,0.0009408568221260794
439187,0.001684780218056403
439188,0.004702929640188813
439189,0.0007292222653632052
439190,0.0009176394451060332
439191,0.6610855758190155
439192,0.0021194627333898097
439193,0.015259479871019721
439194,0.003438297804677859
439195,0.0020223202009219676
439196,0.008769412990659475
439197,0.014265170320868492
439198,0.0019118099589832127
439199,0.844188004732132
439200,0.002317271486390382
439201,0.8171036839485168
439202,0.005253389535937458
439203,0.0015125877980608493
439204,0.00022216026263777167
439205,0.0004266985852154903
439206,0.9725194871425629
439207,0.004780913004651666
439208,0.0021771609608549625
439209,0.003213060030248016
439210,0.04314969712868333
439211,0.025149051332846284
439212,0.0046489876112900674
439213,0.0033915003878064454
439214,0.01856031338684261
439215,0.0009116205910686404
439216,0.0006282880785875022
439217,0.35043027997016907
439218,0.0008862310569384135
439219,0.9560375809669495
439220,0.010473937727510929
439221,0.4864630699157715
439222,0.00043387903133407235
439223,0.02272559073753655
439224,0.7945347726345062
439225,0.011161838192492723
439226,0.9781691581010818
439227,0.003506943816319108
439228,0.01887375209480524
439229,0.139493053779006
439230,0.5078862309455872
439231,0.008118135039694607
439232,0.001196836106828414
439233,0.00790906639304012
439234,0.03265254385769367
439235,0.0013617130607599393
439236,0.16106952540576458
439237,0.8835954517126083
439238,0.8326340913772583
439239,0.702641025185585
